Contract Number,RS- Name,Account Name,Account ID
397247,"Farmers Cooperative Elevator Company (Arcadia, IA)","Farmers Cooperative Elevator Company (Arcadia, IA)",0017000000yIQ51
397246,Frontier Trading Inc,Frontier Trading Inc,0017000000yIW0d
397240,Mid-West Fertilizer LLC,Mid Kansas Cooperative Association,0017000000yIUug
397237,Winfield Solutions LLC,Winfield (KS/CO),0010g00001mLCW3
397236,Colusa County Farm Supply Inc,Colusa County Farm Supply Inc,0017000000yIUe2
397234,Airgas Specialty Products Inc,Airgas Specialty Products Inc,0017000000yIV2m
397233,Winfield Solutions LLC,Winfield (NE),0014u00001nDC8d
397232,Winfield Solutions LLC,Winfield (NE),0014u00001nDC8d
397231,Agronomy Sciences LLC dba Hefty Seed Co,Agronomy Sciences LLC dba Hefty Seed Co,0017000000yIVBu
397230,Agronomy Sciences LLC dba Hefty Seed Co,Agronomy Sciences LLC dba Hefty Seed Co,0017000000yIVBu
397229,Bartlett Grain Company LP,Bartlett Grain Company LP,0017000000yIV20
397224,Dishman Fertilizer Inc,Dishman Fertilizer Inc,0017000000yIPwW
397223,River Valley Ag Services LLC,River Valley Ag Services LLC,0017000001BdiTh
397222,Harvey P Dawson dba Brampton Farm Service,Harvey P Dawson dba Brampton Farm Service,0017000001OOWNM
397220,Creston Fertilizer Co Inc,Creston Fertilizer Co Inc,0017000000yIV0V
397217,Helena Agri-Enterprises LLC,Helena (W. NE/KS/CO Division),0010g00001m2V10
397212,GROWMARK INC,Indiana (Growmark),0014u00001nDYLn
397211,Country Visions Cooperative,Country Visions Cooperative,0017000000yIUWn
397210,Nutrien Ag Solutions Inc,SD/MN - Plains / Cornbelt (Nutrien),0010g00001ljvBi
397208,Farmers Cooperative Elevator Company (Halstead),Farmers Cooperative Elevator Company (Halstead),0017000000yW3wo
397205,Novus Ag LLC,Novus Ag LLC,0010g00001derCW
397203,Rocky Mountain Agronomy Center LLC,Rocky Mountain Agronomy Center LLC,0017000000yW3aU
397201,GROWMARK INC,Illinois (Growmark),0010g00001mL1eB
397200,Loveland Products Inc,Loveland Products Inc,0017000000yIV6u
397199,MFA Incorporated,MFA Incorporated,0017000000yIUvC
397198,Nutrien Ag Solutions Inc,Eastern Illinois - Plains / Cornbelt (Nutrien),0010g00001ljvBZ
397197,Farmers Cooperative Elevator Co (Hudsonville),Farmers Cooperative Elevator Co (Hudsonville),0017000000yIUfi
397196,Mercer Landmark Inc,Mercer Landmark Inc,0017000000yIUuu
397194,Carolina Eastern Inc,Carolina Eastern Inc,0017000000yIW4K
397189,The Farmers Cooperative Grain Association Conway Springs KS,The Farmers Cooperative Grain Association Conway Springs KS,0017000000yIW1q
397184,MO Valley Agri Service of Atchison County Inc dba Farmers Supply,MO Valley Agri Service of Atchison County Inc dba Farmers Supply,0017000000yIUbG
397183,Longnecker Fertilizers LLC,Longnecker Fertilizers LLC,0017000000yIT5Q
397182,Fertilizer Service Company,Fertilizer Service Company,0017000000yIUyp
397181,Creston Fertilizer Co Inc,Creston Fertilizer Co Inc,0017000000yIV0V
397178,Winfield Solutions LLC,Winfield (NE),0014u00001nDC8d
397176,International Chemical Company,Interchem Nebraska,0014u000025RvP5
397175,Allied Gas & Chemical Co Inc,Allied Gas & Chemical Co Inc,0017000000yW42E
397172,Creston Fertilizer Co Inc,Creston Fertilizer Co Inc,0017000000yIV0V
397169,Ag Production Company,Ag Production Company,0017000000yW3kh
397165,Midway Co-Op Association,Midway Co-Op Association,0017000000yIQna
397164,Midway Co-Op Association,Midway Co-Op Association,0017000000yIQna
397163,Cooperative Grain & Supply Inc (Hillsboro KS),Cooperative Grain & Supply Inc (Hillsboro KS),0017000000yIV0a
397162,The Farmers Cooperative Grain Association Conway Springs KS,The Farmers Cooperative Grain Association Conway Springs KS,0017000000yIW1q
397161,Gavilon Fertilizer LLC,Macrosource Northern Plains (Dakotas),0014u000025RsfW
397160,"Plains Grains & Agronomy, LLC","Plains Grains & Agronomy, LLC",0017000000yIUcQ
397158,Hood Container Corporation,Hood Container Corporation,0017000000yIT0q
397156,Farmers Coop Elevator Co (Radcliffe IA),Farmers Coop Elevator Co (Radcliffe IA),0017000000yW3wu
397155,MO Valley Agri Service of Atchison County Inc,MO Valley Agri Service of Atchison County Inc,0017000000yIUuX
397138,Mid Kansas Cooperative Association,Mid Kansas Cooperative Association,0017000000yIUug
397131,Carolina Eastern Inc,Carolina Eastern Inc,0017000000yIW4K
397128,Farmers Cooperative Elevator Co (Garden Plain),Farmers Cooperative Elevator Co (Garden Plain),0017000000yW3wp
397127,Kurt Wilkinson,Kurt Wilkinson,0017000001AhdUK
397126,Mid State Farmers Coop,Mid State Farmers Coop,0010g00001bqImm
397125,Central Counties Cooperative,Central Counties Cooperative,0017000000yIV19
397124,Winfield Solutions LLC,Winfield (KS/CO),0010g00001mLCW3
397122,LMG AG Products Inc,LMG AG Products Inc,0010g00001cV8hO
397121,Bear River Valley Co-op,Bear River Valley Co-op,0017000000yIV1y
397120,Cooperative Association No 2,Cooperative Association No 2,0010g00001m1zG4
397118,T-L Irrigation Co.,T-L Irrigation Co.,0017000000yIUbf
397116,Novus Ag LLC,Novus Ag LLC,0010g00001derCW
397115,Creston Fertilizer Co Inc,Creston Fertilizer Co Inc,0017000000yIV0V
397114,Valley Agronomics LLC,Valley Agronomics LLC,0017000000yIUou
397111,Farmers Cooperative Elevator Company (Halstead),Farmers Cooperative Elevator Company (Halstead),0017000000yW3wo
397109,Helena Agri-Enterprises LLC,Helena (E. NE/IA/MN Division),0010g00001nBAhQ
397108,Nutrien Ag Solutions Inc,Nutrien (Southern High Plains - Plains / Cornbelt),0010g00001ljvBW
397107,The Purchasing Group LLC for Skyland Grain LLC,The Purchasing Group LLC for Skyland Grain LLC,0017000000yIUpr
397105,"Plains Grains & Agronomy, LLC","Plains Grains & Agronomy, LLC",0017000000yIUcQ
397104,Creston Fertilizer Co Inc,Creston Fertilizer Co Inc,0017000000yIV0V
397102,Ag Producers Co-op,Ag Producers Co-op,00170000015TH8k
397101,Ag Producers Co-op,Ag Producers Co-op,00170000015TH8k
397100,J&L Fertilizer,J&L Fertilizer,0010g00001fcpDo
397098,GROWMARK INC,Illinois (Growmark),0010g00001mL1eB
397094,Hawkins Inc,Hawkins Inc,0017000000yIT0d
397093,Winfield Solutions LLC,Winfield (NE),0014u00001nDC8d
397090,Intermountain Farmers Association,Intermountain Farmers Association,0017000000yIUxF
397087,Georgia-Pacific Chemicals LLC (Taylorsville MS),Georgia-Pacific Chemicals LLC (Taylorsville MS),00170000013kvT9
397086,21st Century Coop (Cumberland IA),21st Century Coop (Cumberland IA),0017000000yW3lB
397083,Nutrien Ag Solutions Inc,Washington (Nutrien),0014u00001nDYzE
397082,Winfield Solutions LLC,Winfield (OK/TX),0010g00001mLIzb
397080,J R Simplot Company dba Simplot Grower Solutions,J R Simplot (Northern Plains),0014u000025Rvxo
397078,Martins Elevators Inc,Martins Elevators Inc,0017000000yIUhb
397077,J R Simplot Company dba Simplot Grower Solutions,J R Simplot (Northern Plains),0014u000025Rvxo
397076,Winfield Solutions LLC,Winfield (OK/TX),0010g00001mLIzb
397075,Volga Ag Center,Volga Ag Center,0017000000yIUXR
397074,Georgia-Pacific Chemicals LLC (Crossett AR),Georgia-Pacific Chemicals LLC (Crossett AR),00170000013ktCH
397073,Winfield Solutions LLC,Winfield (MN),0010g00001mLDSI
397072,NaChurs Alpine Solutions Corp,NaChurs Alpine Solutions Corp,0017000000yW3cnAAC
397071,Aurora Cooperative,Aurora Cooperative,0017000000yIV2G
397066,ADM Fertilizer Division of Archer Daniels Midland,ADM (OK/TX),0014u000024A96q
397064,Winfield Solutions LLC,Winfield (NE),0014u00001nDC8d
397063,The McGregor Company,The McGregor Company,0017000000yIUpw
397062,Georgia-Pacific Chemicals LLC (Taylorsville MS),Georgia-Pacific Chemicals LLC (Taylorsville MS),00170000013kvT9
397061,Simplot AB Retail Sub Inc,J R Simplot (Great Plains KS/CO),0014u00001no9V7
397059,Winfield Solutions LLC,Winfield (KS/CO),0010g00001mLCW3
397058,Winfield Solutions LLC,Winfield (KS/CO),0010g00001mLCW3
397057,Augusta Cooperative Farm Bureau Inc,Augusta Cooperative Farm Bureau Inc,0017000000yIV2H
397055,Fleming Feed & Grain Inc,Fleming Feed & Grain Inc,0017000000yIUjT
397054,River Valley Ag Services LLC,River Valley Ag Services LLC,0017000001BdiTh
397053,Georgia-Pacific Chemicals LLC (Columbus OH),Georgia-Pacific Chemicals LLC (Columbus OH),00170000013krtA
397052,Georgia-Pacific Chemicals LLC (Grayling MI),Georgia-Pacific Chemicals LLC (Grayling MI),00170000013ktT1
397051,Wilbur-Ellis Company,Wilbur-Ellis (Southern Plains),0014u00001nCPpk
397049,The Farmers Cooperative Grain Association Conway Springs KS,The Farmers Cooperative Grain Association Conway Springs KS,0017000000yIW1q
397048,Georgia-Pacific Chemicals LLC (Conway NC),Georgia-Pacific Chemicals LLC (Conway NC),00170000013ksFQ
397047,International Chemical Company,Interchem Southern Plains,0014u000025RvP0
397046,Georgia-Pacific Chemicals LLC (Conway NC),Georgia-Pacific Chemicals LLC (Conway NC),00170000013ksFQ
397044,Mulvane Cooperative Union Inc  (The),Mulvane Cooperative Union Inc  (The),0017000000yIUuF
397038,Southern States Cooperative Inc,East Coast (Growmark),0010g00001mL1ih
397035,Kugler Oil Company,Kugler Oil Company,0017000000yIUve
397033,Farmers Coop Mill & Elevator Assc Inc (Carnegie OK),Farmers Coop Mill & Elevator Assc Inc (Carnegie OK),0017000000yIUzE
397031,Ag Producers Co-op,Ag Producers Co-op,00170000015TH8k
397014,Nutrien Ag Solutions Inc,Nutrien (Southern High Plains - Plains / Cornbelt),0010g00001ljvBW
397005,Ag Producers Co-op,Ag Producers Co-op,00170000015TH8k
397004,Nutrien Ag Solutions Inc,Washington (Nutrien),0014u00001nDYzE
397003,International Chemical Company,Interchem Nebraska,0014u000025RvP5
397002,YieldPRO Ag Services LLC,YieldPRO Ag Services LLC,0017000000yIUVQ
397001,Ag Production Company,Ag Production Company,0017000000yW3kh
397000,ADM Fertilizer Division of Archer Daniels Midland,ADM (OK/TX),0014u000024A96q
396999,Ag Producers Co-op,Ag Producers Co-op,00170000015TH8k
396998,Ag Producers Co-op,Ag Producers Co-op,00170000015TH8k
396996,Equalizer Inc,Equalizer Inc,0017000000yIUzZ
396990,Winfield Solutions LLC,Winfield (OK/TX),0010g00001mLIzb
396989,Helena Agri-Enterprises LLC,Northern BU (Helena),0010g00001m2UB7
396986,Nutrien Ag Solutions Inc,Nutrien (Northern High Plains - Plains / Cornbelt),0010g00001ljvBX
396983,Ag Producers Co-op,Ag Producers Co-op,00170000015TH8k
396981,Loveland Products Inc,Loveland Products Inc,0017000000yIV6u
396979,J R Simplot Company,J R Simplot (Great Plains KS/CO),0014u00001no9V7
396978,Creston Fertilizer Co Inc,Creston Fertilizer Co Inc,0017000000yIV0V
396976,Southern States Cooperative Inc,East Coast (Growmark),0010g00001mL1ih
396973,ADM Fertilizer Division of Archer Daniels Midland,ADM Fertilizer Division of Archer Daniels Midland,0017000000yIUjP
396967,Co-Alliance LLP,"Co-Alliance Cooperative, Inc",0014u00001oySh9
396965,Red Star Yeast Company LLC,Red Star Yeast Company LLC,0017000000yW3pe
396964,Jim Hicks & Company LLC,Jim Hicks & Company LLC,0017000000yIUwq
396960,Agridyne LLC,Agridyne LLC,0010g00001XbgGa
396959,Pioneer Nutrition LLC,Pioneer Nutrition LLC,0010g00001ghG8r
396958,Pioneer Nutrition LLC,Pioneer Nutrition LLC,0010g00001ghG8r
396946,Nutrien Ag Solutions Inc,Nebraska - Plains / Cornbelt (Nutrien),0010g00001ljvBe
396945,Fleming Feed & Grain Inc,Fleming Feed & Grain Inc,0017000000yIUjT
396944,"Producers Cooperative Association (Girard, KS)","Producers Cooperative Association (Girard, KS)",0010g00001jjJ3k
396940,Sayre Crop and Farm Service Inc,Sayre Crop and Farm Service Inc,0010g00001lEvPP
396936,Hi Plains Feed LLC,Hi Plains Feed LLC,0017000001QzskY
396935,BZ Bee Inc,BZ Bee Inc,0017000001UvOj5
396934,BZ Bee Inc,BZ Bee Inc,0017000001UvOj5
396924,Town and Country Supply Association,Town and Country Supply Association,00170000012TYFO
396923,Southern States Cooperative Inc,East Coast (Growmark),0010g00001mL1ih
396914,Gavilon Fertilizer LLC,MACROSOURCE LLC,0014u00001zo2XuAAI
396913,Gavilon Fertilizer LLC,Macrosource (IL),0014u000025RwDS
396911,Fertilizer Solutions Inc,Fertilizer Solutions Inc,0017000001Uvuna
396907,Mid State Farmers Coop,Mid State Farmers Coop,0010g00001bqImm
396905,Simplot AB Retail Sub Inc,J R Simplot (Northern Plains),0014u000025Rvxo
396904,The Purchasing Group LLC for Skyland Grain LLC,The Purchasing Group LLC for Skyland Grain LLC,0017000000yIUpr
396903,J R Simplot Company,J R Simplot (Western US),0014u000025Rvw9
396902,J R Simplot Company,J R Simplot (Western US),0014u000025Rvw9
396901,GROWMARK INC,Indiana (Growmark),0014u00001nDYLn
396900,USA for Cooperative Farmers Elevator (Rock Valley),Cooperative Farmers Elevator (Rock Valley),0017000000yW3ga
396899,Carolina Eastern Inc,Carolina Eastern Inc,0017000000yIW4K
396897,Ag Producers Co-op,Ag Producers Co-op,00170000015TH8k
396895,CHS INC,CHS Inc (KS/CO),0014u00001noQmK
396894,CHS INC,CHS Inc (KS/CO),0014u00001noQmK
396893,Southern Resin Inc,Southern Resin Inc,0017000000yW3oK
396892,Farm Chemicals Inc,Farm Chemicals Inc,0017000000yIUzK
396886,Nutrien Ag Solutions Inc,W Iowa / NE Nebraska - Plains / Cornbelt (Nutrien),0010g00001ljvBk
396883,Gary & Greg Schuermann dba S & S Fertilizer,Gary & Greg Schuermann dba S & S Fertilizer,0017000001Uy6BB
396882,United Cooperative (Beaver Dam WI),United Cooperative (Beaver Dam WI),0017000000yIUp8
396878,Burnett Dairy Cooperative,Burnett Dairy Cooperative,0010g00001brlXM
396876,Wilbur-Ellis Company,Wilbur-Ellis (Southern Plains),0014u00001nCPpk
396868,Agronomy Sciences LLC dba Hefty Seed Co,Agronomy Sciences LLC dba Hefty Seed Co,0017000000yIVBu
396867,Agronomy Sciences LLC dba Hefty Seed Co,Agronomy Sciences LLC dba Hefty Seed Co,0017000000yIVBu
396866,Agronomy Sciences LLC dba Hefty Seed Co,Agronomy Sciences LLC dba Hefty Seed Co,0017000000yIVBu
396865,Agronomy Sciences LLC dba Hefty Seed Co,Agronomy Sciences LLC dba Hefty Seed Co,0017000000yIVBu
396864,Winfield Solutions LLC,Winfield (KS/CO),0010g00001mLCW3
396863,ADM Fertilizer Division of Archer Daniels Midland,ADM Southern Plains,0014u000025RvuQ
396861,Winfield Solutions LLC,Winfield (KS/CO),0010g00001mLCW3
396860,Agronomy Sciences LLC dba Hefty Seed Co,Agronomy Sciences LLC dba Hefty Seed Co,0017000000yIVBu
396858,Wilbur-Ellis Company,Wilbur-Ellis (Southern Plains),0014u00001nCPpk
396857,Winfield Solutions LLC,MIDLAND MARKETING COOP INC,0017000000yIUud
396856,Gavilon Fertilizer LLC,Macrosource Nebraska,0014u000025Rsdl
396855,Nutrien Ag Solutions Inc,W Iowa / NE Nebraska - Plains / Cornbelt (Nutrien),0010g00001ljvBk
396854,Nutrien Ag Solutions Inc,W Iowa / NE Nebraska - Plains / Cornbelt (Nutrien),0010g00001ljvBk
396852,CHS INC,CHS INC,0017000000yIV1Q
396850,Kenco Inc dba Warne Chemical & Equipment,Kenco Inc dba Warne Chemical & Equipment,0017000000yW3tZ
396847,Carolina Eastern Inc,Carolina Eastern Inc,0017000000yIW4K
396844,Ag Partners Cooperative Inc,Winfield (KS/CO),0010g00001mLCW3
396843,Nutrien Ag Solutions Inc,Nutrien (Northern High Plains - Plains / Cornbelt),0010g00001ljvBX
396842,Rods Fertilizer & Sales Inc,Rods Fertilizer & Sales Inc,0017000000yIVvd
396841,International Chemical Company,Interchem Southern Plains,0014u000025RvP0
396840,Farmers Coop Elevator Co (Radcliffe IA),Farmers Coop Elevator Co (Radcliffe IA),0017000000yW3wu
396837,Penny Newman Grain Company,Penny Newman Grain Company,0017000000yIUgw
396834,L. A. Hearne Company,L. A. Hearne Company,0017000000yIVvj
396833,Nutrien Ag Solutions Inc,Washington (Nutrien),0014u00001nDYzE
396830,Remus Farms LLC,Remus Farms LLC,0017000001OOIB0
396807,"Plains Grains & Agronomy, LLC","Plains Grains & Agronomy, LLC",0017000000yIUcQ
396804,Envision Cooperative,Envision Cooperative,001700000130mqT
396800,Winfield Solutions LLC,Winfield (NE),0014u00001nDC8d
396797,The Purchasing Group LLC for Decatur Cooperative Association,The Purchasing Group LLC for Decatur Cooperative Association,0017000000yW3nM
396796,Bartlett Grain Company LP,Bartlett Grain Company LP,0017000000yIV20
396795,Chico Bean Growers dba North Valley Ag Services,Chico Bean Growers dba North Valley Ag Services,0017000000yIVyF
396794,Rural Gas Inc,Rural Gas Inc,0017000000yIUrK
396793,Northern Farmers Coop Exchange,Northern Farmers Coop Exchange,0017000001UvOsq
396792,Asmus Farm Supply Inc,Asmus Farm Supply Inc,0017000000yIUY2
396787,ThorAg LLC,ThorAg LLC,0017000000yJDJ2
396786,Nutrien Ag Solutions Inc,Nutrien (Southern High Plains - Plains / Cornbelt),0010g00001ljvBW
396785,MONTE VISTA COOPERATIVE ASSOCIATION,MONTE VISTA COOPERATIVE ASSOCIATION,0017000000yIUuQ
396779,Rocky Mountain Agronomy Center LLC,Rocky Mountain Agronomy Center LLC,0017000000yW3aU
396778,Nutrien Ag Solutions Inc,Coastal Plains  - South (Nutrien),0010g00001ljvBu
396770,Helena Agri-Enterprises LLC,"Helena (S. Delta, S. Texas Division)",0010g00001m2UBM
396767,Wilbur-Ellis Company,Wilbur-Ellis (Southern Plains),0014u00001nCPpk
396766,Fleming Feed & Grain Inc,Fleming Feed & Grain Inc,0017000000yIUjT
396765,Nutrien Ag Solutions Inc,Coastal Plains  - South (Nutrien),0010g00001ljvBu
396764,Ag Producers Co-op,Ag Producers Co-op,00170000015TH8k
396762,Carolina Eastern Inc,Carolina Eastern Inc,0017000000yIW4K
396760,Integrity Ag Tech LLC,Integrity Ag Tech LLC,0017000001TKhp5
396751,Cimarron Valley Co-op Inc,Cimarron Valley Co-op Inc,0010g00001iRlq3
396749,Nutrien Ag Solutions Inc,Nutrien (Southern High Plains - Plains / Cornbelt),0010g00001ljvBW
396747,Wilbur-Ellis Company,Wilbur-Ellis (Southern Plains),0014u00001nCPpk
396746,Loveland Products Inc,Loveland Products Inc,0017000000yIV6u
396745,Willard Agri-Service of Frederick Inc,Willard Agri-Service of Frederick Inc,0017000000yIUds
396744,Winfield Solutions LLC,Winfield (NE),0014u00001nDC8d
396743,Mid State Farmers Coop,Mid State Farmers Coop,0010g00001bqImm
396742,Loveland Products Inc,Loveland Products Inc,0017000000yIV6u
396740,Simplot AB Retail Sub Inc,J R Simplot (Great Plains KS/CO),0014u00001no9V7
396734,Mid-West Fertilizer LLC,Mid Kansas Cooperative Association,0017000000yIUug
396733,The Purchasing Group LLC for Skyland Grain LLC,The Purchasing Group LLC for Skyland Grain LLC,0017000000yIUpr
396695,Central Valley Ag Cooperative Nonstock,Central Valley Ag Cooperative Nonstock,0017000000yIV16
396693,Bartlett Grain Company LP,Bartlett Grain Company LP,0017000000yIV20
396688,Carolina Eastern Inc,Carolina Eastern Inc,0017000000yIW4K
396686,Wilbur-Ellis Company,Wilbur-Ellis (Southern Plains),0014u00001nCPpk
396682,Mid Kansas Cooperative Association,Mid Kansas Cooperative Association,0017000000yIUug
396681,Mid Kansas Cooperative Association,Mid Kansas Cooperative Association,0017000000yIUug
396679,Northern Ag Suppliers,Northern Ag Suppliers,0017000001QzhVz
396677,Helm Fertilizer Corp,Helm Fertilizer Corp,0017000000yIUxl
396673,Wilbur-Ellis Company,Wilbur-Ellis (NORTHERN PLAINS),0014u00001nCPk6
396667,Falcon Fertilizer Inc,Falcon Fertilizer Inc,0017000000yIUzN
396665,Helena Agri-Enterprises LLC,Idaho (Helena),0014u00001nDYxh
396664,Helena Agri-Enterprises LLC,Idaho (Helena),0014u00001nDYxh
396663,Helena Agri-Enterprises LLC,Idaho (Helena),0014u00001nDYxh
396660,Helena Agri-Enterprises LLC,Idaho (Helena),0014u00001nDYxh
396657,Nutrien Ag Solutions Inc,Washington (Nutrien),0014u00001nDYzE
396656,USA for Cooperative Farmers Elevator (Rock Valley),Cooperative Farmers Elevator (Rock Valley),0017000000yW3ga
396655,Helena Agri-Enterprises LLC,Helena (W. NE/KS/CO Division),0010g00001m2V10
396654,Kugler Oil Company,Kugler Oil Company,0017000000yIUve
396653,Wilbur-Ellis Company,Wilbur-Ellis Company,0017000000yIUoL
396652,Cooperative Elevator Co,Cooperative Elevator Co,0017000000yIW49
396649,International Chemical Company,Interchem Southern Plains,0014u000025RvP0
396648,Dasco Inc,Dasco Inc,0017000000yIV0EAAW
396647,Western Consolidated Cooperatives (Holloway MN),Western Consolidated Cooperatives (Holloway MN),0017000000yIUoa
396646,Simplot AB Retail Sub Inc,J R Simplot (Great Plains KS/CO),0014u00001no9V7
396645,Hi-Line Cooperative Inc,Hi-Line Cooperative Inc,0017000000yIUxh
396644,USA for Superior Ag Resources Coop,Superior Ag Resources Cooperative Inc,0017000000yIUqM
396640,Carolina Eastern Inc,Carolina Eastern Inc,0017000000yIW4K
396639,Crystal Valley Cooperative,Crystal Valley Cooperative,0017000000yIV0R
396638,Farm Chemicals Inc,Farm Chemicals Inc,0017000000yIUzK
396635,Simplot AB Retail Sub Inc,J R Simplot (Great Plains KS/CO),0014u00001no9V7
396634,Jim Hicks & Company LLC,Jim Hicks & Company LLC,0017000000yIUwq
396632,Wilbur-Ellis Company,Wilbur Ellis (IN/OH/MI),0014u00001nDYPa
396630,Winfield Solutions LLC,Winfield (MN),0010g00001mLDSI
396627,USA for Farm Service Cooperative (Harlan IA),Farm Service Coop,0017000000yIUzJ
396626,Fleming Feed & Grain Inc,Fleming Feed & Grain Inc,0017000000yIUjT
396618,Allied Ag Solutions LLC,Allied Ag Solutions LLC,0010g00001fbuTh
396606,Tri County Chemical Inc,Tri County Chemical Inc,0017000001Bfe45
396599,Cone Ag Inc,Cone Ag Inc,0017000000yIV0g
396598,Kanza Cooperative Association,Kanza Cooperative Association,0017000000yW3tc
396597,Remus Farms LLC,Remus Farms LLC,0017000001OOIB0
396596,Georgia-Pacific Consumer Products LP (Muskogee OK),Georgia-Pacific Consumer Products LP (Muskogee OK),00170000013l0ve
396595,Nutrien Ag Solutions Inc,MT/WY (Nutrien),0014u00001nDYzj
396592,Central Region Cooperative,Central Region Cooperative,0017000000yW3ab
396588,Helm Fertilizer Corp,Helm Fertilizer Corp,0017000000yIUxl
396587,Farmers Elevator Co of Forest River,Farmers Elevator Co of Forest River,0017000000yIUVj
396584,Nutrien Ag Solutions Inc,South Plains - South (Nutrien),0010g00001ljvBm
396583,Ag Producers Co-op,Ag Producers Co-op,00170000015TH8k
396581,Farmers Alliance,Farmers Alliance,0017000000yIUVl
396579,Osmundson Ag Services,Osmundson Ag Services,0017000000yIT9K
396578,Osmundson Ag Services,Osmundson Ag Services,0017000000yIT9K
396577,Helena Agri-Enterprises LLC,Helena (East Coast),0014u000025RybF
396574,Dakota Agronomy Partners LLC,Dakota Agronomy Partners LLC,0017000000yW3yc
396570,Helena Agri-Enterprises LLC,Helena (East Coast),0014u000025RybF
396569,Farmers Cooperative Elevator Co (Garden Plain),Farmers Cooperative Elevator Co (Garden Plain),0017000000yW3wp
396567,Penny Newman Grain Company,Penny Newman Grain Company,0017000000yIUgw
396563,Ag Producers Co-op,Ag Producers Co-op,00170000015TH8k
396562,Winfield Solutions LLC,Winfield (OK/TX),0010g00001mLIzb
396561,Carolina Eastern Inc,Carolina Eastern Inc,0017000000yIW4K
396557,Southern States Cooperative Inc,East Coast (Growmark),0010g00001mL1ih
396556,Southern States Cooperative Inc,East Coast (Growmark),0010g00001mL1ih
396554,Poole Chemical Inc (Texline TX),Poole Chemical Inc (Texline TX),0017000000yIUsJ
396552,Kugler Oil Company,Kugler Oil Company,0017000000yIUve
396551,Winfield Solutions LLC,Winfield (KS/CO),0010g00001mLCW3
396550,Southern States Cooperative Inc,East Coast (Growmark),0010g00001mL1ih
396548,Winfield Solutions LLC,Winfield (KS/CO),0010g00001mLCW3
396546,GROWMARK INC,Indiana (Growmark),0014u00001nDYLn
396544,Poole Chemical Inc (Texline TX),Poole Chemical Inc (Texline TX),0017000000yIUsJ
396543,CHS INC,CHS Northern Plains,0014u000025RwEf
396542,Aurora Cooperative,Aurora Cooperative,0017000000yIV2G
396540,Agronomy Solutions dba Hefty Seed Company (Hurdsfield),Agronomy Solutions dba Hefty Seed Company (Hurdsfield),0017000000yIVw5
396538,Allied Agronomy LLC,Allied Agronomy LLC,0017000000yIUgi
396513,Remus Farms LLC,Remus Farms LLC,0017000001OOIB0
396509,McClaflin Enterprises LLC,McClaflin Enterprises LLC,0017000000yIW10
396508,The Purchasing Group LLC for Stones Farm Supply Inc,The Purchasing Group LLC for Stones Farm Supply Inc,0017000000yW3nL
396506,Nutrien Ag Solutions Inc,Washington (Nutrien),0014u00001nDYzE
396504,Poole Chemical Inc (Texline TX),Poole Chemical Inc (Texline TX),0017000000yIUsJ
396502,Plant Foods Inc (Filer ID),Plant Foods Inc (Filer ID),0017000000yIUkK
396494,Winfield Solutions LLC,Winfield (NE),0014u00001nDC8d
396492,Wholesale Ag Products,Wholesale Ag Products,0017000000yIW1e
396489,Meeker Fertilizer LLC,Meeker Fertilizer LLC,0017000000yIT6E
396486,Winfield Solutions LLC,Winfield (OK/TX),0010g00001mLIzb
396485,Viafield,Viafield,0017000001THQZj
396484,Agronomy Sciences LLC dba Hefty Seed Co,Agronomy Sciences LLC dba Hefty Seed Co,0017000000yIVBu
396481,Viafield,Viafield,0017000001THQZj
396479,Winfield Solutions LLC,Winfield Solutions LLC,0017000000yIUl7
396478,"Plains Grains & Agronomy, LLC","Plains Grains & Agronomy, LLC",0017000000yIUcQ
396474,CHS INC,CHS INC,0017000000yIV1Q
396463,"Plains Grains & Agronomy, LLC","Plains Grains & Agronomy, LLC",0017000000yIUcQ
396462,Brenntag Southwest Inc,Brenntag Southwest Inc,0017000000yIV1j
396458,Nutrien Ag Solutions Inc,Nutrien (Northern High Plains - Plains / Cornbelt),0010g00001ljvBX
396457,Nutrien Ag Solutions Inc,Nutrien (Northern High Plains - Plains / Cornbelt),0010g00001ljvBX
396455,Pacific Coast Resources Corporation,Pacific Coast Resources Corporation,0017000000yW3qo
396452,Nutrien Ag Solutions Inc,East Region (Nutrien),0010g00001ljvBF
396448,Bartlett Grain Company LP,Bartlett Grain Company LP,0017000000yIV20
396446,Walkers Agri Service Inc,Walkers Agri Service Inc,0017000000yIW1h
396444,Northern Ag Suppliers,Northern Ag Suppliers,0017000001QzhVz
396442,Hi-Yield Products Inc,Hi-Yield Products Inc,0017000000yIUxg
396440,Meherrin Fertilizer Inc,Meherrin Fertilizer Inc,0017000000yIUux
396439,Agresource,Agresource,0017000000yIUq1
396438,ADM Fertilizer Division of Archer Daniels Midland,ADM Southern Plains,0014u000025RvuQ
396437,Charlie's Feed & Fertilizer LLC,Charlie's Feed & Fertilizer LLC,0010g00001iRKVb
396435,Bleyhl Farm Service Inc,Bleyhl Farm Service Inc,0010g00001aJmVo
396433,GAPS FS LLC,GAPS FS LLC,0010g00001gNkRL
396432,Central Region Cooperative,Central Region Cooperative,0017000000yW3ab
396431,International Chemical Company,Interchem Southern Plains,0014u000025RvP0
396430,International Chemical Company,Interchem Southern Plains,0014u000025RvP0
