countyCode,REGION,STATE,COUNTY,ZIP CODE
23029,,ME,WASHINGTON,04686
41035,OR E,OR,KLAMATH,97621
17201,IL W,IL,WINNEBAGO,61104
1087,,AL,MACON,36088
25023,,MA,PLYMOUTH,02379
31107,NE C,NE,KNOX,68730
45033,SC E,SC,DILLON,29543
,NE SE,NE,DOUGLAS,68103
48453,TX C,TX,TRAVIS,78741
39147,,OH,SENECA,44828
23019,,ME,PENOBSCOT,04460
41051,OR W,OR,MULTNOMAH,97213
47071,,TN,HARDIN,38365
37119,NC W,NC,MECKLENBURG,28278
9011,,CT,NEW LONDON,06415
54037,,WV,JEFFERSON,25443
55101,WI SE,WI,RACINE,53403
36119,,NY,WESTCHESTER,10546
5079,,AR,LINCOLN,71643
48099,,TX,CORYELL,76597
41047,OR W,OR,MARION,97026
2170,,AK,MATANUSKA-SUSITNA,99654
15007,,HI,KAUAI,96722
29055,MO SE,MO,CRAWFORD,65449
30101,MT N,MT,TOOLE,59456
39037,,OH,DARKE,45348
26077,,MI,KALAMAZOO,49048
19155,IA SW,IA,POTTAWATTAMIE,51559
21043,,KY,CARTER,41142
39081,,OH,JEFFERSON,43964
31109,NE SE,NE,LANCASTER,68507
41063,OR E,OR,WALLOWA,97828
36083,,NY,RENSSELAER,12196
17041,IL E,IL,DOUGLAS,61930
40007,OK NW,OK,BEAVER,73844
21121,,KY,KNOX,40953
36089,,NY,ST. LAWRENCE,13639
17187,IL W,IL,WARREN,61478
12059,,FL,HOLMES,32425
13067,,GA,COBB,30080
48469,TX S,TX,VICTORIA,77905
45029,SC S,SC,COLLETON,29435
42087,,PA,MIFFLIN,17029
72061,,PR,GUAYNABO,00969
12011,,FL,BROWARD,33317
26067,,MI,IONIA,48815
1111,,AL,RANDOLPH,36280
25017,,MA,MIDDLESEX,01775
48113,TX NE,TX,DALLAS,75052
26117,,MI,MONTCALM,48886
33005,,NH,CHESHIRE,03431
13147,,GA,HART,30516
42003,,PA,ALLEGHENY,15201
13125,,GA,GLASCOCK,30820
33003,,NH,CARROLL,03227
42133,,PA,YORK,17408
19003,IA SW,IA,ADAMS,50839
24015,,MD,CECIL,21914
55131,WI SE,WI,WASHINGTON,53040
40099,OK SE,OK,MURRAY,73086
39049,,OH,FRANKLIN,43215
27029,MN N,MN,CLEARWATER,56652
30089,MT W,MT,SANDERS,59845
25001,,MA,BARNSTABLE,02675
22105,,LA,TANGIPAHOA,70443
34035,,NJ,SOMERSET,08880
48239,TX S,TX,JACKSON,77970
48209,TX C,TX,HAYS,78620
54033,,WV,HARRISON,26361
21013,,KY,BELL,40902
47137,,TN,PICKETT,38577
42085,,PA,MERCER,16121
39143,,OH,SANDUSKY,43420
51153,VA N,VA,PRINCE WILLIAM,22025
48143,TX C,TX,ERATH,76401
23029,,ME,WASHINGTON,04490
21121,,KY,KNOX,40906
48407,TX NE,TX,SAN JACINTO,77371
21183,,KY,OHIO,42370
39061,,OH,HAMILTON,45244
37029,NC NE,NC,CAMDEN,27974
48147,TX NE,TX,FANNIN,75479
44007,,RI,PROVIDENCE,02830
42063,,PA,INDIANA,15710
39043,,OH,ERIE,44814
53057,WA W,WA,SKAGIT,98267
54027,,WV,HAMPSHIRE,25434
17099,IL E,IL,LASALLE,60552
1079,,AL,LAWRENCE,35651
48105,,TX,CROCKETT,79942
45069,SC E,SC,MARLBORO,29594
39025,,OH,CLERMONT,45176
55005,WI N,WI,BARRON,54889
34005,,NJ,BURLINGTON,08053
26115,,MI,MONROE,48145
8079,CO W,CO,MINERAL,81130
46021,,SD,CAMPBELL,57648
18147,,IN,SPENCER,47550
53033,WA W,WA,KING,98030
37049,NC SE,NC,CRAVEN,28526
46083,,SD,LINCOLN,57032
48165,TX NW,TX,GAINES,79360
35011,,NM,DE BACA,88119
37051,NC SE,NC,CUMBERLAND,28310
18179,,IN,WELLS,46714
18109,,IN,MORGAN,46111
6021,,CA,GLENN,95951
53033,WA W,WA,KING,98133
28115,,MS,PONTOTOC,38871
48201,TX S,TX,HARRIS,77502
22009,,LA,AVOYELLES,71362
39105,,OH,MEIGS,45770
25011,,MA,FRANKLIN,01301
29081,MO NW,MO,HARRISON,64458
26103,,MI,MARQUETTE,49819
13103,,GA,EFFINGHAM,31318
27031,MN N,MN,COOK,55605
25023,,MA,PLYMOUTH,02739
18085,,IN,KOSCIUSKO,46582
17139,IL E,IL,MOULTRIE,61914
37183,NC SE,NC,WAKE,27571
55113,WI N,WI,SAWYER,54835
1131,,AL,WILCOX,36726
12086,,FL,MIAMI-DADE,33169
46071,,SD,JACKSON,57543
16049,ID W,ID,IDAHO,83539
42075,,PA,LEBANON,17077
19031,IA SE,IA,CEDAR,52772
6061,,CA,PLACER,95661
17149,IL W,IL,PIKE,62362
36001,,NY,ALBANY,12143
18149,,IN,STARKE,46968
16057,ID N,ID,LATAH,83857
48335,TX NW,TX,MITCHELL,79512
22031,,LA,DE SOTO,71046
18139,,IN,RUSH,46146
53047,WA E,WA,OKANOGAN,98862
29183,MO SE,MO,ST. CHARLES,63341
25009,,MA,ESSEX,01930
17147,IL E,IL,PIATT,61830
5065,,AR,IZARD,72573
23003,,ME,AROOSTOOK,04497
17077,IL W,IL,JACKSON,62924
55123,WI SW,WI,VERNON,54639
24510,,MD,BALTIMORE,21251
34035,,NJ,SOMERSET,08823
12105,,FL,POLK,33860
48451,,TX,TOM GREEN,76958
51770,VA N,VA,ROANOKE,24012
6105,,CA,TRINITY,95552
9003,,CT,HARTFORD,06089
16055,ID N,ID,KOOTENAI,83815
37193,NC W,NC,WILKES,28670
21183,,KY,OHIO,42369
51171,VA N,VA,SHENANDOAH,22845
36025,,NY,DELAWARE,12430
42007,,PA,BEAVER,15003
39155,,OH,TRUMBULL,44438
40093,OK NW,OK,MAJOR,73718
4013,,AZ,MARICOPA,85309
12073,,FL,LEON,32309
30001,MT S,MT,BEAVERHEAD,59725
18003,,IN,ALLEN,46765
12019,,FL,CLAY,32073
35053,,NM,SOCORRO,87062
12005,,FL,BAY,32413
39169,,OH,WAYNE,44676
55109,WI N,WI,ST. CROIX,54007
1071,,AL,JACKSON,35776
29137,MO NE,MO,MONROE,65258
20073,KS SC,KS,GREENWOOD,67047
36047,,NY,KINGS,11225
17099,IL E,IL,LASALLE,61370
39019,,OH,CARROLL,44651
16057,ID N,ID,LATAH,83537
36047,,NY,KINGS,11211
1087,,AL,MACON,36031
51001,VA N,VA,ACCOMACK,23401
25021,,MA,NORFOLK,02188
20107,,KS,LINN,66014
28035,,MS,FORREST,39465
27039,MN S,MN,DODGE,55927
27007,MN N,MN,BELTRAMI,56650
51015,VA N,VA,AUGUSTA,22952
26161,,MI,WASHTENAW,48160
40061,OK SE,OK,HASKELL,74944
55033,WI N,WI,DUNN,54751
19107,IA SE,IA,KEOKUK,50255
42011,,PA,BERKS,19526
19147,IA NW,IA,PALO ALTO,50536
6065,,CA,RIVERSIDE,92254
45023,SC NW,SC,CHESTER,29706
26037,,MI,CLINTON,48835
6101,,CA,SUTTER,95957
24031,,MD,MONTGOMERY,20841
42065,,PA,JEFFERSON,15711
55125,WI N,WI,VILAS,54561
17107,IL W,IL,LOGAN,62666
29099,MO SE,MO,JEFFERSON,63070
42109,,PA,SNYDER,17864
35043,,NM,SANDOVAL,87001
35039,,NM,RIO ARRIBA,87029
36061,,NY,NEW YORK,10038
51115,VA N,VA,MATHEWS,23050
36059,,NY,NASSAU,11765
18155,,IN,SWITZERLAND,47038
1113,,AL,RUSSELL,36856
54057,,WV,MINERAL,26750
19065,IA NE,IA,FAYETTE,52141
23031,,ME,YORK,04046
39101,,OH,MARION,43332
21013,,KY,BELL,40988
18095,,IN,MADISON,46063
6079,,CA,SAN LUIS OBISPO,93410
21095,,KY,HARLAN,40824
4013,,AZ,MARICOPA,85006
20173,KS SC,KS,SEDGWICK,67230
19151,IA NW,IA,POCAHONTAS,50593
5027,,AR,COLUMBIA,71753
6049,,CA,MODOC,96108
40019,OK SE,OK,CARTER,73458
18119,,IN,OWEN,47431
28121,,MS,RANKIN,39193
72031,,PR,CAROLINA,00983
6035,,CA,LASSEN,96009
32003,,NV,CLARK,89122
55097,WI SW,WI,PORTAGE,54481
22089,,LA,ST. CHARLES,70039
49027,UT SW,UT,MILLARD,84640
42079,,PA,LUZERNE,18708
13163,,GA,JEFFERSON,30434
6037,,CA,LOS ANGELES,93591
13015,,GA,BARTOW,30145
42003,,PA,ALLEGHENY,15213
30003,MT S,MT,BIG HORN,59022
40089,OK SE,OK,MCCURTAIN,74734
28023,,MS,CLARKE,39330
19163,IA SE,IA,SCOTT,52753
41039,OR W,OR,LANE,97490
10003,,DE,NEW CASTLE,19703
36027,,NY,DUTCHESS,12546
6075,,CA,SAN FRANCISCO,94123
6035,,CA,LASSEN,96123
27039,MN S,MN,DODGE,55944
56039,WY N,WY,TETON,83012
6037,,CA,LOS ANGELES,91306
24005,,MD,BALTIMORE,21208
55105,WI SE,WI,ROCK,53534
54059,,WV,MINGO,25651
36019,,NY,CLINTON,12912
26033,,MI,CHIPPEWA,49710
6067,,CA,SACRAMENTO,95841
42111,,PA,SOMERSET,15928
8029,CO W,CO,DELTA,81428
36055,,NY,MONROE,14626
35049,,NM,SANTA FE,87507
6047,,CA,MERCED,95341
38041,,ND,HETTINGER,58650
47187,,TN,WILLIAMSON,37014
39015,,OH,BROWN,45168
51153,VA N,VA,PRINCE WILLIAM,20136
45031,SC E,SC,DARLINGTON,29069
49047,UT E,UT,UINTAH,84039
37033,NC NE,NC,CASWELL,27314
42075,,PA,LEBANON,17067
26147,,MI,ST. CLAIR,48079
12115,,FL,SARASOTA,34241
42099,,PA,PERRY,17040
48439,TX NE,TX,TARRANT,76020
45033,SC E,SC,DILLON,29565
5101,,AR,NEWTON,72648
19049,IA SW,IA,DALLAS,50263
29015,MO NW,MO,BENTON,65326
21195,,KY,PIKE,41513
27033,MN S,MN,COTTONWOOD,56183
36025,,NY,DELAWARE,13856
40125,OK NW,OK,POTTAWATOMIE,74851
49035,UT NW,UT,SALT LAKE,84105
12115,,FL,SARASOTA,34285
42021,,PA,CAMBRIA,16639
28061,,MS,JASPER,39422
,OK NW,OK,SEMINOLE,74818
1121,,AL,TALLADEGA,35149
23017,,ME,OXFORD,04219
33005,,NH,CHESHIRE,03465
26049,,MI,GENESEE,48423
53041,WA W,WA,LEWIS,98533
28013,,MS,CALHOUN,38878
39025,,OH,CLERMONT,45160
42071,,PA,LANCASTER,17508
42017,,PA,BUCKS,18940
34017,,NJ,HUDSON,07311
17103,IL W,IL,LEE,61006
37161,NC W,NC,RUTHERFORD,28160
17073,IL W,IL,HENRY,61254
49047,UT E,UT,UINTAH,84078
17031,IL E,IL,COOK,60053
42003,,PA,ALLEGHENY,15232
27145,MN C,MN,STEARNS,56331
1047,,AL,DALLAS,36767
36023,,NY,CORTLAND,13087
20157,KS N,KS,REPUBLIC,66960
53039,WA E,WA,KLICKITAT,98617
55005,WI N,WI,BARRON,54826
12029,,FL,DIXIE,32680
23013,,ME,KNOX,04574
53061,WA W,WA,SNOHOMISH,98087
27121,MN C,MN,POPE,56323
53067,WA W,WA,THURSTON,98513
9011,,CT,NEW LONDON,06333
6073,,CA,SAN DIEGO,91942
6019,,CA,FRESNO,93631
23005,,ME,CUMBERLAND,04091
27123,MN C,MN,RAMSEY,55155
39157,,OH,TUSCARAWAS,44683
27107,MN N,MN,NORMAN,56510
51161,VA N,VA,ROANOKE,24020
40057,OK NW,OK,HARMON,73571
26049,,MI,GENESEE,48436
29201,MO SE,MO,SCOTT,63771
27061,MN N,MN,ITASCA,56688
22077,,LA,POINTE COUPEE,70732
34029,,NJ,OCEAN,08735
24027,,MD,HOWARD,20723
51680,VA N,VA,LYNCHBURG,24501
31051,NE C,NE,DIXON,68751
36013,,NY,CHAUTAUQUA,14710
36117,,NY,WAYNE,14505
51730,VA N,VA,PETERSBURG,23803
42089,,PA,MONROE,18321
13011,,GA,BANKS,30511
4001,,AZ,APACHE,86505
56011,WY E,WY,CROOK,82710
48141,TX S,TX,EL PASO,79934
48225,,TX,HOUSTON,75849
16007,ID E,ID,BEAR LAKE,83220
39077,,OH,HURON,44890
6037,,CA,LOS ANGELES,90064
46023,,SD,CHARLES MIX,57367
40089,OK SE,OK,MCCURTAIN,74957
44001,,RI,BRISTOL,02809
47157,,TN,SHELBY,38106
6071,,CA,SAN BERNARDINO,92394
37171,NC W,NC,SURRY,28621
53077,WA E,WA,YAKIMA,98930
36001,,NY,ALBANY,12204
48199,TX S,TX,HARDIN,77625
48291,,TX,LIBERTY,77561
42109,,PA,SNYDER,17876
37039,NC W,NC,CHEROKEE,28901
48113,TX NE,TX,DALLAS,75137
19017,IA NE,IA,BREMER,50674
42003,,PA,ALLEGHENY,15047
38101,,ND,WARD,58702
6063,,CA,PLUMAS,95983
24029,,MD,KENT,21661
32003,,NV,CLARK,89144
18141,,IN,ST. JOSEPH,46637
13139,,GA,HALL,30543
50023,,VT,WASHINGTON,05674
48339,TX NE,TX,MONTGOMERY,77301
48087,,TX,COLLINGSWORTH,79230
36017,,NY,CHENANGO,13841
20091,KS NC,KS,JOHNSON,66219
39139,,OH,RICHLAND,44905
12091,,FL,OKALOOSA,32536
8071,CO E,CO,LAS ANIMAS,81020
6081,,CA,SAN MATEO,94014
1029,,AL,CLEBURNE,36262
19095,IA SE,IA,IOWA,52251
48477,TX NE,TX,WASHINGTON,77426
48441,,TX,TAYLOR,79566
42041,,PA,CUMBERLAND,17241
,OK NW,OK,GARFIELD,73706
55009,WI SE,WI,BROWN,54155
37167,NC W,NC,STANLY,28001
1081,,AL,LEE,36804
39069,,OH,HENRY,43516
6083,,CA,SANTA BARBARA,93103
40001,OK NW,OK,ADAIR,74960
6093,,CA,SISKIYOU,96037
42099,,PA,PERRY,17045
9015,,CT,WINDHAM,06331
4013,,AZ,MARICOPA,85253
42001,,PA,ADAMS,17307
39155,,OH,TRUMBULL,44439
9003,,CT,HARTFORD,06042
36081,,NY,QUEENS,11375
50019,,VT,ORLEANS,05857
54079,,WV,PUTNAM,25070
36087,,NY,ROCKLAND,10970
18061,,IN,HARRISON,47142
49049,UT NW,UT,UTAH,84058
48083,,TX,COLEMAN,76873
9011,,CT,NEW LONDON,06359
20163,KS NW,KS,ROOKS,67669
48453,TX C,TX,TRAVIS,78753
5021,,AR,CLAY,72430
39133,,OH,PORTAGE,44234
39139,,OH,RICHLAND,44875
54107,,WV,WOOD,26142
32003,,NV,CLARK,89019
50015,,VT,LAMOILLE,05653
42083,,PA,MCKEAN,16727
47157,,TN,SHELBY,38054
6001,,CA,ALAMEDA,94555
19129,IA SW,IA,MILLS,51533
18117,,IN,ORANGE,47469
54075,,WV,POCAHONTAS,24946
,KS SE,KS,ALLEN,66742
34027,,NJ,MORRIS,07849
27161,MN S,MN,WASECA,56048
12105,,FL,POLK,33897
8043,CO W,CO,FREMONT,81240
26123,,MI,NEWAYGO,49312
6037,,CA,LOS ANGELES,90301
29155,MO SE,MO,PEMISCOT,63830
46037,,SD,DAY,57274
10005,,DE,SUSSEX,19970
47141,,TN,PUTNAM,38501
55073,WI N,WI,MARATHON,54440
12086,,FL,MIAMI-DADE,33183
32005,,NV,DOUGLAS,89705
31109,NE SE,NE,LANCASTER,68521
5083,,AR,LOGAN,72835
9001,,CT,FAIRFIELD,06484
4001,,AZ,APACHE,86512
36041,,NY,HAMILTON,13353
40037,OK NW,OK,CREEK,74071
8043,CO W,CO,FREMONT,81222
37053,NC NE,NC,CURRITUCK,27923
34005,,NJ,BURLINGTON,08064
47017,,TN,CARROLL,38342
38103,,ND,WELLS,58422
38003,,ND,BARNES,58492
30055,MT E,MT,MCCONE,59214
46069,,SD,HYDE,57346
41047,OR W,OR,MARION,97137
36027,,NY,DUTCHESS,12501
6053,,CA,MONTEREY,93426
12095,,FL,ORANGE,32820
48465,TX S,TX,VAL VERDE,78837
6083,,CA,SANTA BARBARA,93437
42019,,PA,BUTLER,16023
5005,,AR,BAXTER,72537
18083,,IN,KNOX,47535
26043,,MI,DICKINSON,49876
47065,,TN,HAMILTON,37416
32021,,NV,MINERAL,89420
4021,,AZ,PINAL,85128
1127,,AL,WALKER,35130
17031,IL E,IL,COOK,60164
20159,KS SC,KS,RICE,67524
8123,CO E,CO,WELD,80543
31061,NE SE,NE,FRANKLIN,68981
6035,,CA,LASSEN,96113
48153,TX NW,TX,FLOYD,79241
18095,,IN,MADISON,46044
5013,,AR,CALHOUN,71745
5107,,AR,PHILLIPS,72353
53009,WA W,WA,CLALLAM,98326
16001,ID W,ID,ADA,83709
51025,VA SE,VA,BRUNSWICK,23821
34029,,NJ,OCEAN,08741
1005,,AL,BARBOUR,36048
51171,VA N,VA,SHENANDOAH,22810
26081,,MI,KENT,49326
55027,WI SE,WI,DODGE,53003
6071,,CA,SAN BERNARDINO,92368
6003,,CA,ALPINE,95646
22121,,LA,WEST BATON ROUGE,70719
37081,NC W,NC,GUILFORD,27410
21009,,KY,BARREN,42156
25027,,MA,WORCESTER,01462
6037,,CA,LOS ANGELES,91381
29037,MO NW,MO,CASS,64090
32003,,NV,CLARK,89004
39053,,OH,GALLIA,45674
19019,IA NE,IA,BUCHANAN,50607
27007,MN N,MN,BELTRAMI,56666
53041,WA W,WA,LEWIS,98361
27107,MN N,MN,NORMAN,56550
6061,,CA,PLACER,96145
39027,,OH,CLINTON,45113
51005,VA N,VA,ALLEGHANY,24426
48309,TX NE,TX,MCLENNAN,76557
5127,,AR,SCOTT,72926
40079,OK SE,OK,LE FLORE,74949
48339,TX NE,TX,MONTGOMERY,77354
31123,NE NW,NE,MORRILL,69331
6041,,CA,MARIN,94956
6089,,CA,SHASTA,96040
8001,CO E,CO,ADAMS,80260
48169,,TX,GARZA,79330
17201,IL W,IL,WINNEBAGO,61063
27151,MN C,MN,SWIFT,56249
12095,,FL,ORANGE,32805
21195,,KY,PIKE,41554
48113,TX NE,TX,DALLAS,75233
51069,VA N,VA,FREDERICK,22602
2158,,AK,KUSILVAK,99632
20115,KS NC,KS,MARION,66859
21149,,KY,MCLEAN,42350
2050,,AK,BETHEL,99552
48429,,TX,STEPHENS,76429
54027,,WV,HAMPSHIRE,26714
24031,,MD,MONTGOMERY,20832
9007,,CT,MIDDLESEX,06438
25017,,MA,MIDDLESEX,01701
8031,CO E,CO,DENVER,80236
20149,KS N,KS,POTTAWATOMIE,66422
48439,,TX,TARRANT,75054
48201,TX S,TX,HARRIS,77048
40085,OK SE,OK,LOVE,73459
36117,,NY,WAYNE,14551
28111,,MS,PERRY,39423
5035,,AR,CRITTENDEN,72384
21195,,KY,PIKE,41519
,MO SW,MO,BARRY,65769
36047,,NY,KINGS,11232
53017,WA E,WA,DOUGLAS,98843
28155,,MS,WEBSTER,39744
27061,MN N,MN,ITASCA,55722
50005,,VT,CALEDONIA,05832
12103,,FL,PINELLAS,33770
17057,IL W,IL,FULTON,61542
39061,,OH,HAMILTON,45230
,OK NW,OK,TULSA,74101
48201,TX S,TX,HARRIS,77058
42125,,PA,WASHINGTON,15060
21111,,KY,JEFFERSON,40220
5143,,AR,WASHINGTON,72762
13039,,GA,CAMDEN,31548
48055,TX C,TX,CALDWELL,78661
42003,,PA,ALLEGHENY,15212
19113,IA SE,IA,LINN,52352
34029,,NJ,OCEAN,08732
42079,,PA,LUZERNE,18660
45077,SC NW,SC,PICKENS,29630
19145,IA SW,IA,PAGE,51638
18085,,IN,KOSCIUSKO,46508
53033,WA W,WA,KING,98032
13265,,GA,TALIAFERRO,30664
36121,,NY,WYOMING,14145
51071,VA N,VA,GILES,24093
29167,MO SW,MO,POLK,65640
27001,MN C,MN,AITKIN,55760
26139,,MI,OTTAWA,49423
17027,IL W,IL,CLINTON,62215
19175,IA SW,IA,UNION,50830
18013,,IN,BROWN,46160
48225,TX NE,TX,HOUSTON,75835
23015,,ME,LINCOLN,04538
48099,TX C,TX,CORYELL,76596
18089,,IN,LAKE,46323
42069,,PA,LACKAWANNA,18508
37067,NC W,NC,FORSYTH,27109
13251,,GA,SCREVEN,30449
34037,,NJ,SUSSEX,07860
19013,IA NE,IA,BLACK HAWK,50626
56035,WY SW,WY,SUBLETTE,83115
27101,MN S,MN,MURRAY,56141
25013,,MA,HAMPDEN,01106
48355,TX S,TX,NUECES,78406
31001,NE SE,NE,ADAMS,68956
40065,OK NW,OK,JACKSON,73532
48201,TX S,TX,HARRIS,77036
39147,,OH,SENECA,44818
17117,IL W,IL,MACOUPIN,62079
39127,,OH,PERRY,43760
48351,TX S,TX,NEWTON,75977
27163,MN C,MN,WASHINGTON,55082
25011,,MA,FRANKLIN,01370
6085,,CA,SANTA CLARA,94043
25017,,MA,MIDDLESEX,02466
28161,,MS,YALOBUSHA,38961
17031,IL E,IL,COOK,60466
,OK NW,OK,SEMINOLE,74854
42011,,PA,BERKS,19534
12087,,FL,MONROE,33001
8001,CO E,CO,ADAMS,80233
5045,,AR,FAULKNER,72047
6059,,CA,ORANGE,92620
1109,,AL,PIKE,36034
72097,,PR,MAYAGÜEZ,00682
24035,,MD,"QUEEN ANNE'S",21623
55079,WI SE,WI,MILWAUKEE,53217
27163,MN C,MN,WASHINGTON,55003
28093,,MS,MARSHALL,38659
49053,UT SW,UT,WASHINGTON,84774
25027,,MA,WORCESTER,01537
8001,CO E,CO,ADAMS,80601
6013,,CA,CONTRA COSTA,94517
12117,,FL,SEMINOLE,32701
46061,,SD,HANSON,57332
5089,,AR,MARION,72619
4021,,AZ,PINAL,85147
12007,,FL,BRADFORD,32622
47089,,TN,JEFFERSON,37820
31095,NE SE,NE,JEFFERSON,68338
26089,,MI,LEELANAU,49664
34011,,NJ,CUMBERLAND,08311
51143,VA SE,VA,PITTSYLVANIA,24569
23009,,ME,HANCOCK,04662
45029,SC S,SC,COLLETON,29929
38103,,ND,WELLS,58418
8033,CO W,CO,DOLORES,81324
18087,,IN,LAGRANGE,46795
5049,,AR,FULTON,72539
48497,TX NE,TX,WISE,76023
46093,,SD,MEADE,57758
36055,,NY,MONROE,14543
17031,IL E,IL,COOK,60406
51053,VA SE,VA,DINWIDDIE,23894
6085,,CA,SANTA CLARA,95129
13235,,GA,PULASKI,31036
27019,MN S,MN,CARVER,55386
48045,TX NW,TX,BRISCOE,79255
17039,IL E,IL,DE WITT,61882
40079,OK SE,OK,LE FLORE,74577
42031,,PA,CLARION,16028
29510,MO SE,MO,ST. LOUIS,63108
19119,IA NW,IA,LYON,51240
46083,,SD,LINCOLN,57034
19125,IA SE,IA,MARION,50225
37061,NC SE,NC,DUPLIN,28349
26005,,MI,ALLEGAN,49070
17097,IL E,IL,LAKE,60088
48303,TX NW,TX,LUBBOCK,79415
34003,,NJ,BERGEN,07641
33009,,NH,GRAFTON,03779
51187,VA N,VA,WARREN,22642
5077,,AR,LEE,72360
36007,,NY,BROOME,13865
,CO E,CO,WELD,80649
6073,,CA,SAN DIEGO,92135
26115,,MI,MONROE,48144
42029,,PA,CHESTER,19460
26163,,MI,WAYNE,48227
46055,,SD,HAAKON,57553
46099,,SD,MINNEHAHA,57041
42005,,PA,ARMSTRONG,16263
5029,,AR,CONWAY,72080
55065,WI SW,WI,LAFAYETTE,53587
48029,TX C,TX,BEXAR,78205
42045,,PA,DELAWARE,19083
12095,,FL,ORANGE,34760
31141,NE C,NE,PLATTE,68644
36055,,NY,MONROE,14445
34033,,NJ,SALEM,08067
54085,,WV,RITCHIE,26346
42049,,PA,ERIE,16502
50005,,VT,CALEDONIA,05850
37081,NC W,NC,GUILFORD,27409
36065,,NY,ONEIDA,13304
22051,,LA,JEFFERSON,70036
6037,,CA,LOS ANGELES,90065
47017,,TN,CARROLL,38344
48109,TX S,TX,CULBERSON,79855
39061,,OH,HAMILTON,45205
19053,IA SW,IA,DECATUR,50140
17113,IL E,IL,MCLEAN,61701
36111,,NY,ULSTER,12448
12009,,FL,BREVARD,32976
12071,,FL,LEE,33957
48355,TX S,TX,NUECES,78330
34035,,NJ,SOMERSET,08844
39035,,OH,CUYAHOGA,44132
39133,,OH,PORTAGE,44260
34021,,NJ,MERCER,08534
28163,,MS,YAZOO,39040
12103,,FL,PINELLAS,33772
6099,,CA,STANISLAUS,95354
13105,,GA,ELBERT,30634
37057,NC W,NC,DAVIDSON,27360
12015,,FL,CHARLOTTE,33952
21119,,KY,KNOTT,41834
6037,,CA,LOS ANGELES,91342
23003,,ME,AROOSTOOK,04741
41051,OR W,OR,MULTNOMAH,97239
51191,VA N,VA,WASHINGTON,24270
41003,OR W,OR,BENTON,97370
36029,,NY,ERIE,14221
51660,VA N,VA,HARRISONBURG,22801
36111,,NY,ULSTER,12456
49003,UT NW,UT,BOX ELDER,84306
9011,,CT,NEW LONDON,06351
42011,,PA,BERKS,19543
4025,,AZ,YAVAPAI,85332
13121,,GA,FULTON,30005
48183,TX NE,TX,GREGG,75693
20023,KS NW,KS,CHEYENNE,67756
27145,MN C,MN,STEARNS,56378
47157,,TN,SHELBY,38139
27117,MN S,MN,PIPESTONE,56139
55091,WI N,WI,PEPIN,54721
25017,,MA,MIDDLESEX,01460
30111,MT S,MT,YELLOWSTONE,59101
42115,,PA,SUSQUEHANNA,18812
27171,MN C,MN,WRIGHT,55373
44005,,RI,NEWPORT,02872
29073,MO SE,MO,GASCONADE,65014
31173,NE C,NE,THURSTON,68062
12083,,FL,MARION,32664
44009,,RI,WASHINGTON,02822
31127,NE SE,NE,NEMAHA,68305
16051,ID E,ID,JEFFERSON,83450
32003,,NV,CLARK,89029
29101,MO NW,MO,JOHNSON,64093
42127,,PA,WAYNE,18427
8045,CO W,CO,GARFIELD,81601
27055,MN S,MN,HOUSTON,55921
24039,,MD,SOMERSET,21838
56023,WY SW,WY,LINCOLN,83122
19079,IA NW,IA,HAMILTON,50271
53047,WA E,WA,OKANOGAN,98841
36045,,NY,JEFFERSON,13637
44005,,RI,NEWPORT,02837
38031,,ND,FOSTER,58443
6037,,CA,LOS ANGELES,91605
19129,IA SW,IA,MILLS,51551
12019,,FL,CLAY,32656
19153,IA SW,IA,POLK,50324
13069,,GA,COFFEE,31535
25009,,MA,ESSEX,01921
42127,,PA,WAYNE,18461
12099,,FL,PALM BEACH,33473
,KS SC,KS,SEDGWICK,67221
26061,,MI,HOUGHTON,49942
27001,MN C,MN,AITKIN,55787
20147,KS NW,KS,PHILLIPS,67647
26049,,MI,GENESEE,48473
24025,,MD,HARFORD,21161
54109,,WV,WYOMING,25811
9009,,CT,NEW HAVEN,06510
55067,WI N,WI,LANGLADE,54430
6073,,CA,SAN DIEGO,91950
21159,,KY,MARTIN,41231
8051,CO W,CO,GUNNISON,81210
56019,WY N,WY,JOHNSON,82639
48201,TX S,TX,HARRIS,77021
18139,,IN,RUSH,46150
34015,,NJ,GLOUCESTER,08093
12086,,FL,MIAMI-DADE,33126
24009,,MD,CALVERT,20678
18105,,IN,MONROE,47464
47105,,TN,LOUDON,37774
17103,IL W,IL,LEE,61353
18133,,IN,PUTNAM,46121
6073,,CA,SAN DIEGO,92070
40139,OK NW,OK,TEXAS,73951
23031,,ME,YORK,03905
36059,,NY,NASSAU,11003
50003,,VT,BENNINGTON,05262
13139,,GA,HALL,30542
20057,KS SW,KS,FORD,67801
25025,,MA,SUFFOLK,02122
19069,IA NE,IA,FRANKLIN,50633
9001,,CT,FAIRFIELD,06611
23001,,ME,ANDROSCOGGIN,04250
35003,,NM,CATRON,88039
42107,,PA,SCHUYLKILL,18248
19095,IA SE,IA,IOWA,52220
54039,,WV,KANAWHA,25086
37191,NC SE,NC,WAYNE,28365
51107,VA N,VA,LOUDOUN,20132
27141,MN C,MN,SHERBURNE,55330
54109,,WV,WYOMING,24882
48133,TX C,TX,EASTLAND,76437
51033,VA N,VA,CAROLINE,22427
51171,VA N,VA,SHENANDOAH,22644
35013,,NM,DOÑA ANA,88005
