address,country,latitude,longitude,locationName,locationOwner,locationOwnerId,inboundMode,outboundMode,servicingCarriers,splc,zipCode,cityState
880 S Locust St,US,38.3878,-89.2029,PITCHFORD ELEVATOR-RICHVIEW,PITCHFORD ELEVATOR CO INC,0017000000yW3bR,TRUCK,TRUCK,"","",62877,"RICHVIEW, IL"
3269 S VAN BUREN,US,43.4141236,-83.6794084,STAR OF-RICHVILLE,STAR OF THE WEST MILLING COMPANY,0017000000yIUaD,RAIL,RAIL,HESR,315368000,48758,"RICHVILLE, MI"
1095 S PACIFIC HWY 99W,US,44.917495,-123.230144,NUTRIEN AG-RICKREALL,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,RAIL,RAIL,PNWR|UP,854330000,97371,"RICKREALL, OR"
"",US,42.95483,-123.36379,RIDDLE OR- RR STATION,"","",RAIL,RAIL,UP,858191000,97469,"RIDDLE, OR"
3742 IL-1,US,39.9174,-87.6487,HELENA AGRIENTERPRISES-RIDGE FARM,HELENA AGRIENTERPRISES LLC,0017000000yIUxo,TRUCK,TRUCK,"","",61870,"RIDGE FARM, IL"
3742 IL1,US,39.9174063,-87.6487485,ALLERTON SUPPLY-RIDGE FARM,ALLERTON SUPPLY COMPANY,0017000000yIV2f,TRUCK,TRUCK,,,61870,"RIDGE FARM, IL"
508 TROJAN RD,US,33.843706,-81.646279,MEHERRIN AGRICULTURAL-RIDGE SPRING,MEHERRIN AGRICULTURAL CHEMICAL COMPANY,0017000000yIUuy,RAIL|TRUCK,RAIL|TRUCK,NS,446196000,29129,"RIDGE SPRING, SC"
229 RAILROAD ST,US,45.2056,-91.8958,SYNERGY COMMUNITY-RIDGELAND,SYNERGY COMMUNITY COOPERATIVE DBA SYNERGY COOPERATIVE,0017000000yIQb3,TRUCK,TRUCK,"","",54763,"RIDGELAND, WI"
730 RAILRD ST,US,43.2977,-91.9908,FARMERS WIN-RIDGEWAY,FARMERS WIN COOPERATIVE,0017000000yIT1b,TRUCK,TRUCK,"","",52165,"RIDGEWAY, IA"
5425 CHAPMAN RD,US,37.8285,-88.2738,NUTRIEN AG-RIDGWAY,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",62979,"RIDGWAY, IL"
3058 E LAKE CREEK RD,US,31.492414,-96.875313,DIETERICH FARMS-RIESEL,DIETERICH FARMS,,TRUCK,TRUCK,,,76682,"RIESEL, TX"
"",US,32.40869,-111.14021,RILLITO AZ- RR STATION,"","",RAIL,RAIL,UP,799116000,85654,"RILLITO, AZ"
9976 JEFFERSON RD,US,33.932962,-97.56627,LANDGRAF FERTILIZER-RINGLING,LANDGRAF FERTILIZER INC,0017000000yW3eI,TRUCK,TRUCK,,,73456,"RINGLING, OK"
31646 US HWY 70,US,34.172352,-97.587296,BAN BUSKIRK-RINGLING,BAN BUSKIRK FERTILIZER,,TRUCK,TRUCK,,,73456,"RINGLING, OK"
2 E 240TH ST,US,43.2981,-94.5114,STATELINE COOPERATIVE-RINGSTED,STATELINE COOPERATIVE,0017000000yIUqY,TRUCK,TRUCK,"","",50578,"RINGSTED, IA"
841 W ELKHORN BLVD,US,38.6858139,-121.4815341,"WILBURELLIS COMPANY RIO LINDA, CA",WILBURELLIS COMPANY,0017000000yIUoL,RAIL|TRUCK,RAIL|TRUCK,UP,874429000,95673,"RIO LINDA, CA"
122 E RIO ST,US,43.4492,-89.2374,LANDMARK SERVICES-RIO,LANDMARK SERVICES COOPERATIVE DBA ALCIVIA,0017000000yIUvX,RAIL|TRUCK,RAIL|TRUCK,CPRS,338264000,53960,"RIO, WI"
W 13134 HWY KK,US,43.8422049,-88.8359447,COUNTRY VISIONS-RIPON,COUNTRY VISIONS COOPERATIVE,0017000000yIUWn,RAIL|TRUCK,RAIL|TRUCK,WSOR,332352000,54971,"RIPON, WI"
403 E PERCIVAL ST,US,41.935397,-94.200313,LANDUS COOPERATIVE-RIPPEY,LANDUS COOPERATIVE,0017000000yIUz4,TRUCK,TRUCK,"","",50235,"RIPPEY, IA"
417 MARKET ST,US,43.629915,-111.770523,RIRIE GRAIN-RIRIE,RIRIE GRAIN AND FEED COOPERATIVE,,RAIL,RAIL,EIRR|UP,832787000,83443,"RIRIE, ID"
130 WALNUT ST,US,41.1985396,-97.2974955,CENTRAL VALLEY-RISING CITY,CENTRAL VALLEY AG COOPERATIVE NONSTOCK,0017000000yIV16,RAIL|TRUCK,RAIL|TRUCK,NCRC|UP,554467000,68658,"RISING CITY, NE"
"",US,41.27314,-83.42917,RISING SUN OH- RR STATION,"","",RAIL,RAIL,CSXT,343666000,43457,"RISING SUN, OH"
,US,40.8083,-99.1601,BOWIE FERTILIZER-RIVERDALE,BOWIE FERTILIZER INC,0017000001IEFT9,TRUCK,TRUCK,"","",68870,"RIVERDALE, NE"
6270 WILDERNESS AVE,US,33.958758,-117.446133,AIRGAS SPECIALTY-RIVERSIDE,AIRGAS SPECIALTY PRODUCTS INC,0017000000yIV2m,RAIL,RAIL,UP,886540000,92504,"RIVERSIDE, CA"
6359 COLUMBUS ST,US,33.963874,-117.439214,INDUSTRIAL SOLUTION-RIVERSIDE,INDUSTRIAL SOLUTION SERVICES INC,0017000000yIUxJ,RAIL,RAIL,UP,886540000,92504,"RIVERSIDE, CA"
8507 OLD DECATUR RD,US,39.8472,-89.4919,PRAIRIELAND FS-RIVERTON,PRAIRIELAND FS INC,00170000019sYr1,TRUCK,TRUCK,"","",62561,"RIVERTON, IL"
,US,40.191333,-98.724639,FRED TRAMBLY-RIVERTON,FRED TRAMBLY FARMS,,TRUCK,TRUCK,,,68972,"RIVERTON, NE"
1101 S 3RD ST W,US,43.014897,-108.398154,ROCKY MOUNTAIN-RIVERTON,ROCKY MOUNTAIN AGRONOMY CENTER,,TRUCK,TRUCK,,,82501,"RIVERTON, WY"
1157 N FEDERAL BLVD,US,43.037036,-108.379237,BIG HORN-RIVERTON,BIG HORN COOPERATIVE MARKETING ASSOCIATION,0017000000yW41F,TRUCK,TRUCK,,,82501,"RIVERTON, WY"
"",US,39.85251,-86.80367,ROACHDALE IN- RR STATION,"","",RAIL,RAIL,CSXT,369614000,46172,"ROACHDALE, IN"
471 INDUSTRIAL DR,US,37.353459,-79.920076,AUGUSTA COOPERATIVE-ROANOKE VA,AUGUSTA COOPERATIVE FARM BUREAU INC,0017000000yIV2H,RAIL,RAIL,NS,264600000,24019,"ROANOKE, VA"
872 LEE HWY,US,37.3635433,-79.9175433,LAWRENCE TRANSPORTATION-ROANOKE,LAWRENCE TRANSPORTATION SYSTEM,,RAIL,RAIL,NS,264600000,24019,"ROANOKE, VA"
1140 INDUSTRIAL AVE SE,US,37.2785,-79.934,CHEMSOLV INC-ROANOKE,CHEMSOLV INC,0014u00001twfjF,RAIL,RAIL,NS,264600000,24037,"ROANOKE, VA"
6940 US HWY 64,US,35.8353089,-77.255529,"EAST CAROLINA ROBERSONVILLE, NC",EAST CAROLINA AG SERVICE,,RAIL|TRUCK,RAIL|TRUCK,CSXT,403470000,27871,"ROBERSONVILLE, NC"
272 N BASSETT RD,US,43.665417,-112.093074,NUTRIEN AG-ROBERTS,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,RAIL,RAIL,UP,832712000,83444,"ROBERTS, ID"
14626 E 1050TH AVE,US,39.00817,-87.688244,EFFINGHAM EQUITY-ROBINSON,EFFINGHAM EQUITY,0017000000yIUzn,TRUCK,TRUCK,"","",62454,"ROBINSON, IL"
204 RAILROAD ST,US,39.815862,-95.409672,AG PARTNERS-ROBINSON,AG PARTNERS COOP,0017000000yIV3H,TRUCK,TRUCK,,,66532,"ROBINSON, KS"
"",US,27.79627,-97.65513,ROBSTOWN TX- RR STATION,"","",RAIL,RAIL,UP,689225000,78380,"ROBSTOWN, TX"
,US,40.6696,-96.664,FARMERS COOPERATIVE-ROCA,FARMERS COOPERATIVE ASSOCIATION,0017000000yIV6T,TRUCK,TRUCK,"","",68430,"ROCA, NE"
15505 A ST,US,40.656803,-96.663607,COOP FARMERS-ROCA,COOP FARMERS INC,0017000000yIVuV,TRUCK,TRUCK,,,68430,"ROCA, NE"
"",US,31.95083,-83.45638,ROCHELLE GA- RR STATION,"","",RAIL,RAIL,HOG|NS,467160000,31079,"ROCHELLE, GA"
936 S MOORE RD,US,42.011755,-89.04071,MAPLEHURST FARMS-ROCHELLE,MAPLEHURST FARMS,0010g00001eOJrD,TRUCK,TRUCK,"","",61068,"ROCHELLE, IL"
"",US,43.16362,-77.60847,ROCHESTER NY- RR STATION,"","",RAIL,RAIL,RSR,183300000,14692,"ROCHESTER, NY"
"",US,34.92853,-81.02551,ROCK HILL SC- RR STATION,"","",RAIL,RAIL,NS,442140000,29730,"ROCK HILL, SC"
700 MILL ST,US,41.5029,-90.5972,ALTER LOGISTICS-ROCK ISLAND,ALTER LOGISTICS,0014u00001vTcnk,RAIL|TRUCK,RAIL|TRUCK,BNSF|CPRS|IAIS,386260000,61201,"ROCK ISLAND, IL"
ROCK PORT MO 64482 USA,US,40.4111,-95.5169,MACROSOURCE LLC-ROCK PORT,MACROSOURCE LLC,0014u00001zo2Xu,RAIL|TRUCK,RAIL|TRUCK,BNSF,563560000,64482,"ROCK PORT, MO"
105 E US HWY 136,US,40.417233,-95.513885,PRAIRIELAND FS-ROCK PORT,PRAIRIELAND FS INC,00170000019sYr1,TRUCK,TRUCK,,,64482,"ROCK PORT, MO"
105 E US HWY 136 ROCK PORT MO 64482,US,40.4173,-95.514,MFA INCORPORATED-ROCK PORT,MFA INCORPORATED,0017000000yIUvC,TRUCK,TRUCK,"","",64482,"ROCK PORT, MO"
17800 US HWY 136 W,US,40.420677,-95.523827,MO VALLEY-ROCK PORT,MO VALLEY AG,0014u00001nEURP,TRUCK,TRUCK,,,64482,"ROCK PORT, MO"
315 N 2ND AVE,US,43.4331,-96.1691,COOPERATIVE FARMERS-ROCK RAPIDS,COOPERATIVE FARMERS ELEVATOR,0014u00001ozKlT,TRUCK,TRUCK,"","",51246,"ROCK RAPIDS, IA"
"",US,43.48967,-89.92546,ROCK SPRINGS WI- RR STATION,"","",RAIL,RAIL,WSOR,334152000,53961,"ROCK SPRINGS, WI"
515 WY 430,US,41.542552,-109.14822,SIMPLOT ROCK SPRINGS,SIMPLOT AB RETAIL SUB INC DBA SIMPLOT GROWER SOLUTIONS,0014u00001pyNW7,RAIL|TRUCK,RAIL|TRUCK,UP,738180000,82901,"ROCK SPRINGS, WY"
1219 MAIN ST,US,43.2052,-96.295,COOPERATIVE FARMERS-ROCK VALLEY,COOPERATIVE FARMERS ELEVATOR,0014u00001ozKlT,TRUCK,TRUCK,"","",51247,"ROCK VALLEY, IA"
804 1ST AVE NW,US,43.0532,-92.9574,NEXUS COOPERATIVE-ROCKFORD,NEXUS COOPERATIVE,0014u000026jAGp,RAIL|TRUCK,RAIL|TRUCK,IANR,532490000,50468,"ROCKFORD, IA"
3901 DAWES RD,US,42.224141,-89.112537,VALLEY DISTRIBUTION-ROCKFORD,VALLEY DISTRIBUTION,,TRUCK,TRUCK,,,61102,"ROCKFORD, IL"
4814 CO OP RD,US,35.863964,-83.947128,TENNESSEE FARMERS-ROCKFORD,TENNESSEE FARMERS COOPERATIVE,0017000000yIUqB,RAIL,RAIL,NS,424619000,37853,"ROCKFORD, TN"
"",US,47.45331,-117.13218,ROCKFORD WA- RR STATION,"","",RAIL,RAIL,UP,840568000,99030,"ROCKFORD, WA"
"",US,38.79055,-121.23804,ROCKLIN CA- RR STATION,"","",RAIL,RAIL,UP,873387000,95677,"ROCKLIN, CA"
"",US,33.99296,-85.05583,ROCKMART GA- RR STATION,"","",RAIL,RAIL,CSXT,456630000,30153,"ROCKMART, GA"
2784 320TH ST,US,42.325,-94.575,NEW COOPERATIVE-ROCKWELL CITY,NEW COOPERATIVE INC,0017000000yIUtv,TRUCK,TRUCK,"","",50579,"ROCKWELL CITY, IA"
529 3RD ST,US,42.393509,-94.631142,LANDUS COOPERATIVE-ROCKWELL CITY,LANDUS COOPERATIVE,0017000000yIUz4,TRUCK,TRUCK,"","",50579,"ROCKWELL CITY, IA"
808 MADISON ST E,US,42.979409,-93.182005,HEFTY SEED-ROCKWELL,HEFTY SEED COMPANY WEST POINT NE,0017000000yIV5A,TRUCK,TRUCK,,,50469,"ROCKWELL, IA"
21822 160TH,US,42.9945,-93.0868,HELENA AGRIENTERPRISES-ROCKWELL,HELENA AGRIENTERPRISES LLC,0017000000yIUxo,TRUCK,TRUCK,"","",50469,"ROCKWELL, IA"
11745 2ND ST,US,43.0636,-93.2782,FIVE STAR-ROCKWELL,FIVE STAR COOPERATIVE,0017000000yIW3d,TRUCK,TRUCK,"","",50469,"ROCKWELL, IA"
1160 BRAKE RD,US,35.925339,-77.740027,NUTRIEN AG-ROCKY MOUNT,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,RAIL|TRUCK,RAIL|TRUCK,CSXT,404534000,27801,"ROCKY MOUNT, NC"
105 N MAIN ST,US,35.158413,-99.060568,WESTERN PRODUCERS-ROCKY,WESTERN PRODUCERS COOP,,RAIL|TRUCK,RAIL|TRUCK,BNSF|GNBC,635787000,73661,"ROCKY, OK"
2215 105TH AVE SE,US,47.092174,-98.27767,NUTRIEN AG-ROGERS,NUTRIEN AG SOLUTIONS INC LEAL,,RAIL|TRUCK,RAIL|TRUCK,CPRS,514928000,58479,"ROGERS, ND"
36401 WELD COUNTY RD 24 12,US,40.0714,-104.2877,ROGGEN FARMERS-ROGGEN,ROGGEN FARMERS ELEVATOR ASSN INC,0017000000yIUrN,RAIL|TRUCK,RAIL|TRUCK,BNSF,742323000,80652,"ROGGEN, CO"
13585 620TH AVE,US,42.15878,-93.465364,KEY COOPERATIVE-ROLAND,KEY COOPERATIVE,0017000000zubsO,TRUCK,TRUCK,"","",50236,"ROLAND, IA"
601 BROAD ST,US,42.8137,-94.53,PRO COOPERATIVE-ROLFE,PRO COOPERATIVE,0017000000yIW2J,RAIL|TRUCK,RAIL|TRUCK,UP,543417000,50581,"ROLFE, IA"
4212 S AVE 39 E,US,32.760937,-113.975007,FERTIZONA -ROLL,FERTIZONA,,RAIL,RAIL,UP,798167000,85347,"ROLL, AZ"
619 BRIGHTON CT,US,37.934763,-91.753026,CATALYTIC INNOVATIONS-ROLLA,CATALYTIC INNOVATIONS LLC,0017000000yIVzP,TRUCK,TRUCK,"","",65401,"ROLLA, MO"
"",US,40.25179,-86.91448,ROMNEY IN- RR STATION,"","",RAIL,RAIL,CSXT,369196000,47981,"ROMNEY, IN"
"",US,37.74935,-80.46221,RONCEVERTE WV- RR STATION,"","",RAIL,RAIL,CSXT,278187000,24970,"RONCEVERTE, WV"
301 GAP RD,US,39.983922,-76.156669,STRASBURG RAILROAD-RONKS,STRASBURG RAILROAD CO,,RAIL,RAIL,NS|SRC,209252000,17572,"RONKS, PA"
US ROUTE 267,US,39.3449,-90.2107,TRICOUNTY FS-ROODHOUSE,TRICOUNTY FS INC,0017000000yIUpb,RAIL|TRUCK,RAIL|TRUCK,KCS,393625000,62082,"ROODHOUSE, IL"
"",US,33.4077,-102.1629,ROPES TX- RR STATION,"","",RAIL,RAIL,UP,677370000,79358,"ROPESVILLE, TX"
13513 350TH AVE,US,45.43186,-99.195441,CAMBYS PASS-ROSCOE,CAMBYS PASS INC,0017000000yIUWa,TRUCK,TRUCK,,,57471,"ROSCOE, SD"
13345 341ST AVE,US,45.4503,-99.2742,AGTEGRA COOPERATIVE-ROSCOE,AGTEGRA COOPERATIVE,0017000000yIUql,RAIL|TRUCK,RAIL|TRUCK,BNSF,522444000,57471,"ROSCOE, SD"
100 RAILWAY ST SW,US,43.60328,-92.831341,NEXUS COOPERATIVE-ROSE CREEK,NEXUS COOPERATIVE,0014u000026jAGp,TRUCK,TRUCK,"","",55970,"ROSE CREEK, MN"
1504 CENTER ST W,US,48.845853,-95.784014,NORTHERN RESOURCES-ROSEAU,NORTHERN RESOURCES COOPERATIVE,0017000000yW3cK,RAIL|TRUCK,RAIL|TRUCK,BNSF|MNN,503060000,56751,"ROSEAU, MN"
180 FM 1772,US,31.04395,-97.081819,SHERWOOD PROPERTIES-ROSEBUD,SHERWOOD PROPERTIES,,TRUCK,TRUCK,,,76570,"ROSEBUD, TX"
658 COUNTY RD 347,US,31.08486,-97.030884,SKALA FARMS-ROSEBUD,SKALA FARMS,,TRUCK,TRUCK,,,76570,"ROSEBUD, TX"
"",US,43.21021,-123.34736,ROSEBURG OR- RR STATION,"","",RAIL,RAIL,UP,858150000,97470,"ROSEBURG, OR"
3761 E WEIDMAN RD,US,43.684688,-84.772112,SUPERIOR FERTILIZER-ROSEBUSH,SUPERIOR FERTILIZER CO INC,,RAIL,RAIL,GLC,313926000,48878,"ROSEBUSH, MI"
9905 US-41,US,39.5842,-87.3657,"TERRA HAUTE, IN - CF",CF INDUSTRIES INC,0017000000yIV1T,TRUCK,TRUCK,,,47874,"ROSEDALE, IN"
5300 PINE BEND TRAIL,US,44.758,-93.003,THE MOSAIC-ROSEMOUNT,THE MOSAIC COMPANY,0017000000yW3YU,RAIL|TRUCK,RAIL|TRUCK,CPRS|UP,504721000,55068,"ROSEMOUNT, MN"
13040 PINE BEND,US,44.7612692,-93.011352,CF ROSEMOUNT,CF INDUSTRIES INC,0017000000yIV1T,RAIL|TRUCK,RAIL|TRUCK,BNSF|CPRS|PGR|UP,504752000,55068,"ROSEMOUNT, MN"
13005 COURT HOUSE BLVD,US,44.761692,-93.029526,HAWKINS INC-ROSEMOUNT,HAWKINS INC,0017000000yIT0d,RAIL|TRUCK,RAIL|TRUCK,UP,504721000,55068,"ROSEMOUNT, MN"
12895 COURTHOUSE BLVD,US,44.762,-93.032,FLINT HILLS RESOURCES - ROSEMOUNT,FLINT HILLS RESOURCES LC,0014u0000234RQ5,RAIL|TRUCK,RAIL|TRUCK,UP,504721000,55068,"ROSEMOUNT, MN"
13040 PINE BEND,US,47.42639,-95.59083,"PINE BEND, MN - CF",CF INDUSTRIES INC,0017000000yIV1T,TRUCK,TRUCK,,,55068,"ROSEMOUNT, MN"
445 HWY 36 N,US,29.561006,-95.824001,SEATEX LLC-ROSENBERG,SEATEX LLC,0010g00001bre6S,TRUCK,TRUCK,,,77471,"ROSENBERG, TX"
2420 COUNTY RD C W,US,45.0118,-93.1535,LUBRICATION TECH (ROSEVILLE),LUBRICATION TECH (BULK),"",RAIL,RAIL,BNSF|CN|CPRS|MNNR|TCWR|UP,504442000,55113,"ROSEVILLE, MN"
8830 62ND ST NW,US,48.312409,-102.53489,UNITED AGRONOMY-ROSS,UNITED AGRONOMY CO BAKKEN TRANSLOAD,,RAIL,RAIL,BNSF,513758000,58776,"ROSS, ND"
"",US,41.60715,-83.55461,ROSSFORD OH- RR STATION,"","",RAIL,RAIL,CSXT,343611000,43460,"ROSSFORD, OH"
5523 NW BAILEY RD 5517,US,39.149573,-95.982592,WILBURELLIS COMPANY-ROSSVILLE,WILBURELLIS COMPANY,0017000000yIUoL,TRUCK,TRUCK,,,66533,"ROSSVILLE, KS"
1389 WRIGHT AVE,US,42.743896,-93.496826,NEW COOPERATIVE-ROWAN,NEW COOPERATIVE INC,0017000000yIUtv,TRUCK,TRUCK,"","",50470,"ROWAN, IA"
18002 US HWY 83,US,31.58679,-99.923546,BUSENLEHNER FARM-ROWENA,BUSENLEHNER FARM,,TRUCK,TRUCK,,,76875,"ROWENA, TX"
13866 US HWY 301 S,US,34.518964,-79.303461,HELENA AGRIENTERPRISES-ROWLAND,HELENA AGRIENTERPRISES LLC,0017000000yIUxo,RAIL|TRUCK,RAIL|TRUCK,CSXT,408677000,28383,"ROWLAND, NC"
95 ROWLEY ST,US,42.3546,-91.852,F J-ROWLEY,F J KROB AND COMPANY,0010g00001eOK4N,TRUCK,TRUCK,"","",52329,"ROWLEY, IA"
210 MARKET AVE,US,42.368759,-91.843396,KROB F-ROWLEY,KROB F J CO ELEVATOR,,TRUCK,TRUCK,,,52329,"ROWLEY, IA"
200 HESTER ST,US,36.381118,-78.982901,CAMP CHEMICAL-ROXBORO,CAMP CHEMICAL CORPORATION,0017000000yW3iv,RAIL|TRUCK,RAIL|TRUCK,NS,411440000,27573,"ROXBORO, NC"
4985 RD 13 POINT 6 SW,US,46.8973399,-119.4960821,J R-ROYAL CITY,J R SIMPLOT COMPANY,0017000000yIW31,RAIL,RAIL,BNSF|RYAL,842684000,99357,"ROYAL CITY, WA"
448 NE CAMELIA ST,US,46.900947,-119.61973,VALLEY AGRONOMICS-ROYAL CITY,VALLEY AGRONOMICS LLC,0017000000yIUou,RAIL,RAIL,BNSF|RYAL,842684000,99357,"ROYAL CITY, WA"
4421 13 5 SW,US,46.9009701,-119.6305912,SADDLE MOUNTAIN-ROYAL CITY,SADDLE MOUNTAIN SUPPLY,0010g00001ghJbv,RAIL,RAIL,BNSF|CBRW,842195000,99357,"ROYAL CITY, WA"
4385 190TH AVE,US,43.0125,-95.2122,GROWMARK INC-ROYAL,GROWMARK INC,0017000000yIUyR,TRUCK,TRUCK,"","",51357,"ROYAL, IA"
301 N Railroad St,US,40.1927,-87.9735,FARMERS AG-ROYAL,FARMERS AG SERVICE INC,0017000000yIQ4u,TRUCK,TRUCK,"","",61871,"ROYAL, IL"
86288 517TH AVE,US,42.3532,-98.1107,CENTRAL VALLEY-ROYAL,CENTRAL VALLEY AG COOPERATIVE NONSTOCK,0017000000yIV16,RAIL|TRUCK,RAIL|TRUCK,BNSF,551322000,68773,"ROYAL, NE"
116250 HWY 10 NW,US,46.4491,-95.1558,HELENA AGRIENTERPRISES-ROYALTON,HELENA AGRIENTERPRISES LLC,0017000000yIUxo,RAIL|TRUCK,RAIL|TRUCK,BNSF,502870000,56373,"ROYALTON, MN"
105 4TH AVE SW,US,48.370865,-100.000198,ENVISION COOPERATIVE-RUGBY,ENVISION COOPERATIVE,001700000130mqT,RAIL|TRUCK,RAIL|TRUCK,BNSF,512734000,58368,"RUGBY, ND"
3RD ST AND BAYLISS,US,40.0536,-95.4288,AG PARTNERS-RULO,AG PARTNERS COOPERATIVE INC,0017000000yIV3V,RAIL|TRUCK,RAIL|TRUCK,BNSF,557273000,68431,"RULO, NE"
65915 706 RD,US,40.057661,-95.454429,NEBRASKA FERTILIZER-RULO,NEBRASKA FERTILIZER,,TRUCK,TRUCK,,,68431,"RULO, NE"
230 S 200 W,US,42.585007,-113.709487,J R-RUPERT,J R SIMPLOT COMPANY,0017000000yIW31,RAIL,RAIL,EIRR|UP,837283000,83350,"RUPERT, ID"
349 N 350 E,US,42.676039,-113.60149,LAND VIEW-RUPERT,LAND VIEW INC,0017000000yIUvY,RAIL,RAIL,EIRR|UP,837281000,83350,"RUPERT, ID"
819 W UNION ST,US,38.466358,-99.319153,MID STATE-RUSH CENTER,MID STATE FARMERS COOP,0010g00001bqImm,RAIL|TRUCK,RAIL|TRUCK,BNSF|KO|UP,594584000,67575,"RUSH CENTER, KS"
825 S BREMER AVE,US,45.683928,-92.965564,FEDERATED COOPS-RUSH CITY,FEDERATED COOPS INC,0017000000yIUyt,TRUCK,TRUCK,,,55069,"RUSH CITY, MN"
602 BLUFFVIEW RD,US,43.806,-91.7641,FARMERS WIN-RUSHFORD,FARMERS WIN COOPERATIVE,0017000000yIT1b,TRUCK,TRUCK,"","",55971,"RUSHFORD, MN"
"",US,43.61795,-95.80093,RUSHMORE MN- RR STATION,"","",RAIL,RAIL,UP,509880000,56168,"RUSHMORE, MN"
885 N HENDERSON RD,US,39.62484,-85.503131,"KEYSTONE COOPERATIVE RUSHVILLE, IN",KEYSTONE COOPERATIVE INC,0014u000029eX5u,RAIL|TRUCK,RAIL|TRUCK,CSXT,371560000,46173,"RUSHVILLE, IN"
,US,39.5527,-95.022,RUSHVILLE FERTILIZER-RUSHVILLE,RUSHVILLE FERTILIZER PLANT,0017000000yW3aP,TRUCK,TRUCK,"","",64484,"RUSHVILLE, MO"
1411 US HWY 136,US,40.144,-97.871,C M-RUSKIN,C M SUPPLY,00170000019rXVY,TRUCK,TRUCK,"","",68974,"RUSKIN, NE"
987 N FOSSIL ST,US,38.89527,-98.856056,GREAT BEND-RUSSELL,GREAT BEND COOP ASSN RUSSELL LOCATION,,TRUCK,TRUCK,,,67665,"RUSSELL, KS"
1224 E 15TH ST,US,38.898146,-98.839796,PUREFIELD INGREDIENTS-RUSSELL,PUREFIELD INGREDIENTS LLC,,RAIL|TRUCK,RAIL|TRUCK,UP,586352000,67665,"RUSSELL, KS"
1664 COUNTY RD 2,US,44.312705,-95.947038,MEADOWLAND FARMERS-RUSSELL,MEADOWLAND FARMERS COOP,0017000000yIUuz,TRUCK,TRUCK,,,56169,"RUSSELL, MN"
403 E RAILROAD ST,US,39.855068,-86.981042,KEYSTONE COOPERATIVE-RUSSELLVILLE,KEYSTONE COOPERATIVE INC,0014u000029eX5u,TRUCK,TRUCK,,,46175,"RUSSELLVILLE, IN"
4020 BOWLING GREEN RD,US,36.84116,-86.818489,SOUTHERN STATES-RUSSELLVILLE,SOUTHERN STATES COOPERATIVE INC,0017000000yIUqe,RAIL,RAIL,CSXT|RJCM,297560000,42276,"RUSSELLVILLE, KY"
"",US,33.40384,-79.96312,RUSSELLVILLE SC- RR STATION,"","",RAIL,RAIL,CSXT,447115000,29476,"RUSSELLVILLE, SC"
"",US,40.23624,-84.40772,RUSSIA OH- RR STATION,"","",RAIL,RAIL,CSXT,349698000,45363,"RUSSIA, OH"
1780 221ST ST,US,44.1683,-96.1091,CHS INC-RUTHTON,CHS INC,0017000000yIV1Q,RAIL|TRUCK,RAIL|TRUCK,BNSF,509714000,56170,"RUTHTON, MN"
1409 MAIN ST,US,43.1304,-94.9008,PRO COOPERATIVE-RUTHVEN,PRO COOPERATIVE,0017000000yIW2J,RAIL|TRUCK,RAIL|TRUCK,CPRS,541764000,51358,"RUTHVEN, IA"
206 SHERIDAN AVE,US,42.761108,-94.291382,PRO COOPERATIVE-RUTLAND,PRO COOPERATIVE,0017000000yIW2J,TRUCK,TRUCK,"","",50582,"RUTLAND, IA"
605 FRANKLIN ST,US,42.3486,-91.4821,RIVER VALLEY-RYAN,RIVER VALLEY COOPERATIVE,0017000000yIW29,TRUCK,TRUCK,"","",52330,"RYAN, IA"
103 1ST ST S,US,46.296212,-109.254324,HELENA AGRIENTERPRISES-RYEGATE,HELENA AGRIENTERPRISES LLC,0017000000yIUxo,TRUCK,TRUCK,,,59074,"RYEGATE, MT"
925 HARDMAN AVE S,US,44.872332,-93.0236354,DAKOTA BULK ST PAUL,DAKOTA BULK TERMINAL INC,0014u00002AkNed,RAIL|TRUCK,RAIL|TRUCK,BNSF|CN|CPRS|TCWR|UP,504600000,55075,"S SAINT PAUL, MN"
204 N 9TH ST,US,39.904293,-95.801018,AG PARTNERS-SABETHA KS,AG PARTNERS COOPERATIVE INC,0017000000yIV3V,TRUCK,TRUCK,,,66534,"SABETHA, KS"
3316 255 ST,US,42.4209,-94.9344,NUTRIEN AG-SAC CITY,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",50583,"SAC CITY, IA"
"",US,33.13251,-111.74867,DOCK AZ- RR STATION,"","",RAIL,RAIL,UP,796544000,85147,"SACATON, AZ"
1045 NATIONAL DR STE 11,US,38.6482259,-121.4898287,"SIMPLOT PARTNERS SACRAMENTO, CA",SIMPLOT PARTNERS,,RAIL|TRUCK,RAIL|TRUCK,UP,874430000,95834,"SACRAMENTO, CA"
1753 N 6TH AVE,US,43.4517,-83.92801,SAGINAW MI,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,RAIL|TRUCK,RAIL|TRUCK,HESR|LSRC,316100000,48601,"SAGINAW, MI"
